p.case_id,c.name,c.dimension
189,"thought \""people are too sensitive and should be more forgiving when they’re mispronoun especially if they’re anything else but a he/she\""",pronoun_feelings
189,avoids religious contexts,religion
189,connects with peers,race-ethnicity
189,avoids lgbtqia+ flags signals or topics,lgbtqia
189,hides whole self,class
189,avoids frictions,religion
189,assimilates into dominant culture,gender
189,experiences/observes gender discrimination,gender
189,manages difficult situations,lgbtqia
189,hides whole self,lgbtqia
189,uses privacy at times (hides details to protect self),lgbtqia
189,avoids friction,lgbtqia
189,listens,religion
189,uses privacy (hides details to protect self),class
189,uses open communication,neurodiversity
189,self-medicates,neurodiversity
189,seeks support,neurodiversity
189,fears,lgbtqia
189,seeks safety,lgbtqia
189,adapts attitudes or behaviors to situation,lgbtqia
189,considers pronoun use through lens of self and others,pronouns
189,avoids public displays of affection like holding hands or kissing in public,lgbtqia
189,fears bullying or violence,lgbtqia
189,controls impressions using clothing or makeup,class
189,deals with aggression or hate or homophobia,lgbtqia
189,benefits from technology advantages of youth,age
189,finds comfort and reliability in-group,race-ethnicity
189,experiences or expresses distress related to religion,religion
189,stays in-group,race-ethnicity
189,negative feelings,pronoun_feelings
189,respects and cares for disabled people,disability
189,deepens voice,gender
189,tries to be more masculine,gender
189,uses words like bro and man to be more masculine,gender
189,experiences pronoun use as unnecessary and forced (recognizes an exception can be made for people who use they/them/that),pronouns
189,"cars, music, traveling, job, food",identity_affinities
189,"\""Politics is a huge thing in American society as well, I believe it would be a better place without it because people tend to target another person on their political affiliation.\""",identity_reflection
189,performs as less affluent,class
189,does one task at a time,neurodiversity
189,drinks alcohol to ease social anxiety,neurodiversity
189,shares neurodivergent experience with people to ease pressures,neurodiversity
189,"avoids \""boystown or west hollywood because it’s overwhelming\""",lgbtqia
232,people who share similar political beliefs and values,identity_affinities
232,compassionate people,identity_affinities
232,gay and lesbian communities,identity_affinities
232,trans people,identity_affinities
232,trans women,identity_affinities
232,"\""I didn't think to include this on the gender page, but I more-so identify with \""gay male\"" as a gender. I think my experience with gender and masculinity and gender non-conformity is so tied to my sexuality that just identifying as \""male\"" doesn't really ring true for me. \""",identity_reflection
232,"thought \""i was questioning my gender a bit at the time and didn't like the feeling of being put on the spot \""",pronoun_feelings
232,"thought \""been in situations where someone will only ask for pronouns when an androgynous or visibly trans person is around instead of all the time (singling people out)\""",pronoun_feelings
232,does not express needs,neurodiversity
232,uses open communication,race-ethnicity
232,experiences/observes no classism,class
232,experiences/observes ableism,disability
232,cares,disability
232,confronts problems,race-ethnicity
232,helps people,race-ethnicity
232,hides whole self,religion
232,confronts problems,disability
232,hides whole self,neurodiversity
232,avoids frictions,neurodiversity
232,experiences/observes gender discrimination,gender
232,confronts problems,gender
232,recognizes own male privilege,gender
232,helps people,gender
232,calls out sexist comments,gender
232,manages difficult situations,lgbtqia
232,uses open communication,lgbtqia
232,resists pressures,lgbtqia
232,experiences/observes no ageism,age
232,adapts attitudes or behaviors to situation,lgbtqia
232,uses privacy (hides details or protects self),neurodiversity
232,lives open,lgbtqia
232,shares pronouns when asked,pronouns
232,uses privacy at times (hides details to protect self),religion
232,resists or confronts race/ethnicity discrimination,race-ethnicity
232,calls out ableism,disability
232,feels safe in san francisco,lgbtqia
232,pronouns feel awkward,pronoun_feelings
232,does not ask for help,neurodiversity
232,no longer needs to pass as straight,lgbtqia
232,considers pronoun use through lens of self,pronouns
232,experiences or expresses distress related to religion,religion
232,does not talk about diagnosis,neurodiversity
232,shares pronouns in email signatures,pronouns
52,"thought \""i appreciate how modern society is becoming more progressive\""",pronoun_feelings
52,positive feelings,pronoun_feelings
52,masks,neurodiversity
52,pronouns feel supportive for others,pronoun_feelings
52,experiences/observes no classism,class
52,experiences/observes no religious discrimination,religion
52,hides whole self,neurodiversity
52,avoids frictions,neurodiversity
52,experiences/observes no gender discrimination,gender
52,uses privacy (hides details or protects self),neurodiversity
52,shares own pronouns when asked,pronouns
52,identity is also something that is constantly changing throughout someone's life and it is not something that is a fixed point,identity_reflection
195,fights back against passive forces that lead to injustice in this country,race-ethnicity
195,challenges or manages stereotypes,race-ethnicity
195,acts or appears more mature,age
195,positive feelings,pronoun_feelings
195,protects privilege or wealth,class
195,pronouns feel progressive,pronoun_feelings
195,shares own pronouns in bio on social media,pronouns
195,shares own pronouns only when asked,pronouns
195,controls impressions using clothing or makeup,age
195,uses self-confidence,age
195,sleeps,disability
195,experiences/observes no neurodiversity discrimination,neurodiversity
195,assimilates into dominant culture,age
195,manages difficult situations,age
195,hides whole self,class
195,resists pressures,race-ethnicity
195,confronts problems,race-ethnicity
195,manages difficult situations,race-ethnicity
195,self-reflects,gender
195,educates people,lgbtqia
195,manages difficult situations,lgbtqia
195,helps people,lgbtqia
195,resists pressures,lgbtqia
195,encourages exploration,lgbtqia
195,uses privacy (hides details to protect self),class
195,avoids situations,disability
195,isolates or withdraws,disability
195,plays into stereotypes,gender
195,adapts attitudes or behaviors to situation,lgbtqia
195,deals with racist jokes,race-ethnicity
195,resists or confronts race/ethnicity discrimination,race-ethnicity
195,considers pronoun use through lens of self,pronouns
195,experiences or expresses distress related to religion,religion
195,performs as less affluent,class
195,feels frustrated because fits negative stereotypes for women (no sense of direction bad driver etc),gender
195,encourages thoughtful questions,lgbtqia
195,"believes \""everyone is or should be a little bit bi\""",lgbtqia
195,tries to normalize diverse genders and sexualities,lgbtqia
195,"family, friends",identity_affinities
195,"\""I am very open minded to the idea that my ideas can change or grow or mutate over time, and so I never have a set opinion going into something. It is very difficult to insult me. Anything negative said towards me, I either also agree with or am eager to work to improve. Therefore, when someone tries to hurt me based on identity, they are forced into a deep reflective conversation about what I can do to improve and why they are reacting that way to a stranger in the first place.\""",identity_reflection
